0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83
58 0.25 0.5125 0.5125 0.291666666667 0.5125 0.5125 0.25 0.5125 0.5125 0.173611111111 0.125 0.5125 0.25 0.173611111111 0.291666666667 0.2125 0.325 0.330357142857 0.270833333333 0.325 0.5125 0.5125 0.2125 0.25 0.173611111111 0.325 0.325 0.325 0.25 0.173611111111 0.125 0.173611111111 0.5125 0.325 0.25 0.5125 0.291666666667 0.330357142857 0.5125 0.5125 0.5125 0.5125 0.196428571429 0.5125 0.173611111111 0.0625 0.25 0.598214285714 0.5125 0.2125 0.125 0.25 0.2125 0.5125 0.25 0.5625 0.598214285714 0.25 0.0 0.325 0.25 0.25 0.291666666667 0.4375 0.5125 0.125 0.125 0.325 0.325 0.125 0.291666666667 0.5125 0.5125 0.291666666667 0.325 0.325 0.125 0.125 0.173611111111 0.5125 0.5125 0.598214285714 0.25 0.5125
59 0.325 0.55 0.55 0.366666666667 0.55 0.55 0.325 0.55 0.55 0.366666666667 0.325 0.55 0.325 0.366666666667 0.366666666667 0.4 0.4 0.392857142857 0.333333333333 0.4 0.55 0.55 0.4 0.325 0.366666666667 0.1 0.4 0.4 0.325 0.366666666667 0.325 0.366666666667 0.55 0.4 0.325 0.55 0.366666666667 0.392857142857 0.55 0.55 0.55 0.55 0.271428571429 0.55 0.366666666667 0.271428571429 0.325 0.635714285714 0.55 0.4 0.325 0.325 0.4 0.55 0.325 0.6 0.635714285714 0.325 0.325 0.0 0.325 0.325 0.366666666667 0.475 0.55 0.325 0.325 0.4 0.4 0.325 0.366666666667 0.55 0.55 0.366666666667 0.4 0.4 0.325 0.325 0.366666666667 0.55 0.55 0.635714285714 0.325 0.55
60 0.25 0.5125 0.5125 0.291666666667 0.5125 0.5125 0.25 0.5125 0.5125 0.291666666667 0.25 0.5125 0.25 0.291666666667 0.291666666667 0.325 0.325 0.330357142857 0.270833333333 0.325 0.5125 0.5125 0.325 0.25 0.291666666667 0.325 0.325 0.325 0.25 0.291666666667 0.25 0.291666666667 0.5125 0.325 0.25 0.5125 0.291666666667 0.330357142857 0.5125 0.5125 0.5125 0.5125 0.196428571429 0.5125 0.291666666667 0.196428571429 0.125 0.598214285714 0.5125 0.325 0.25 0.25 0.325 0.5125 0.25 0.5625 0.598214285714 0.25 0.25 0.325 0.0 0.25 0.291666666667 0.4375 0.5125 0.25 0.25 0.325 0.325 0.25 0.291666666667 0.5125 0.5125 0.291666666667 0.325 0.325 0.25 0.25 0.291666666667 0.5125 0.5125 0.598214285714 0.25 0.5125
61 0.25 0.5125 0.5125 0.291666666667 0.5125 0.5125 0.125 0.5125 0.5125 0.291666666667 0.25 0.5125 0.125 0.291666666667 0.291666666667 0.325 0.2125 0.330357142857 0.270833333333 0.325 0.5125 0.5125 0.325 0.25 0.291666666667 0.325 0.325 0.2125 0.25 0.291666666667 0.25 0.291666666667 0.5125 0.2125 0.125 0.5125 0.291666666667 0.330357142857 0.5125 0.5125 0.5125 0.5125 0.196428571429 0.5125 0.291666666667 0.196428571429 0.25 0.598214285714 0.5125 0.325 0.25 0.25 0.325 0.5125 0.125 0.5625 0.598214285714 0.125 0.25 0.325 0.25 0.0 0.291666666667 0.4375 0.5125 0.25 0.25 0.325 0.325 0.25 0.291666666667 0.5125 0.5125 0.291666666667 0.325 0.2125 0.25 0.25 0.291666666667 0.5125 0.5125 0.598214285714 0.125 0.5125
62 0.173611111111 0.533333333333 0.533333333333 0.111111111111 0.533333333333 0.533333333333 0.291666666667 0.533333333333 0.533333333333 0.333333333333 0.291666666667 0.533333333333 0.291666666667 0.333333333333 0.333333333333 0.366666666667 0.366666666667 0.365079365079 0.305555555556 0.155555555556 0.533333333333 0.533333333333 0.366666666667 0.291666666667 0.333333333333 0.366666666667 0.155555555556 0.366666666667 0.291666666667 0.333333333333 0.291666666667 0.333333333333 0.533333333333 0.366666666667 0.291666666667 0.533333333333 0.333333333333 0.365079365079 0.533333333333 0.533333333333 0.533333333333 0.533333333333 0.238095238095 0.533333333333 0.333333333333 0.238095238095 0.291666666667 0.619047619048 0.533333333333 0.366666666667 0.291666666667 0.173611111111 0.366666666667 0.533333333333 0.291666666667 0.583333333333 0.619047619048 0.291666666667 0.291666666667 0.366666666667 0.291666666667 0.291666666667 0.0 0.458333333333 0.533333333333 0.291666666667 0.291666666667 0.155555555556 0.155555555556 0.291666666667 0.111111111111 0.533333333333 0.533333333333 0.111111111111 0.155555555556 0.366666666667 0.291666666667 0.291666666667 0.333333333333 0.533333333333 0.533333333333 0.619047619048 0.291666666667 0.533333333333
63 0.4375 0.325 0.325 0.458333333333 0.325 0.325 0.4375 0.325 0.325 0.458333333333 0.4375 0.325 0.4375 0.458333333333 0.458333333333 0.475 0.475 0.410714285714 0.375 0.475 0.325 0.325 0.475 0.4375 0.458333333333 0.475 0.475 0.475 0.4375 0.458333333333 0.4375 0.458333333333 0.325 0.475 0.4375 0.325 0.458333333333 0.410714285714 0.325 0.325 0.325 0.325 0.410714285714 0.325 0.458333333333 0.410714285714 0.4375 0.410714285714 0.325 0.475 0.4375 0.4375 0.475 0.325 0.4375 0.375 0.410714285714 0.4375 0.4375 0.475 0.4375 0.4375 0.458333333333 0.0 0.325 0.4375 0.4375 0.475 0.475 0.4375 0.458333333333 0.325 0.325 0.458333333333 0.475 0.475 0.4375 0.4375 0.458333333333 0.325 0.325 0.410714285714 0.4375 0.325
64 0.5125 0.2 0.2 0.533333333333 0.2 0.2 0.5125 0.2 0.2 0.533333333333 0.5125 0.2 0.5125 0.533333333333 0.533333333333 0.55 0.55 0.485714285714 0.45 0.55 0.2 0.2 0.55 0.5125 0.533333333333 0.55 0.55 0.55 0.5125 0.533333333333 0.5125 0.533333333333 0.2 0.55 0.5125 0.2 0.533333333333 0.485714285714 0.2 0.2 0.2 0.2 0.485714285714 0.2 0.533333333333 0.485714285714 0.5125 0.314285714286 0.2 0.55 0.5125 0.5125 0.55 0.2 0.5125 0.266666666667 0.314285714286 0.5125 0.5125 0.55 0.5125 0.5125 0.533333333333 0.325 0.0 0.5125 0.5125 0.55 0.55 0.5125 0.533333333333 0.2 0.2 0.533333333333 0.55 0.55 0.5125 0.5125 0.533333333333 0.2 0.2 0.314285714286 0.5125 0.2
65 0.25 0.5125 0.5125 0.291666666667 0.5125 0.5125 0.25 0.5125 0.5125 0.173611111111 0.125 0.5125 0.25 0.173611111111 0.291666666667 0.2125 0.325 0.330357142857 0.270833333333 0.325 0.5125 0.5125 0.2125 0.25 0.173611111111 0.325 0.325 0.325 0.25 0.173611111111 0.125 0.173611111111 0.5125 0.325 0.25 0.5125 0.291666666667 0.330357142857 0.5125 0.5125 0.5125 0.5125 0.196428571429 0.5125 0.173611111111 0.0625 0.25 0.598214285714 0.5125 0.2125 0.125 0.25 0.2125 0.5125 0.25 0.5625 0.598214285714 0.25 0.125 0.325 0.25 0.25 0.291666666667 0.4375 0.5125 0.0 0.125 0.325 0.325 0.125 0.291666666667 0.5125 0.5125 0.291666666667 0.325 0.325 0.125 0.125 0.173611111111 0.5125 0.5125 0.598214285714 0.25 0.5125
66 0.25 0.5125 0.5125 0.291666666667 0.5125 0.5125 0.25 0.5125 0.5125 0.173611111111 0.125 0.5125 0.25 0.173611111111 0.291666666667 0.2125 0.325 0.330357142857 0.270833333333 0.325 0.5125 0.5125 0.2125 0.25 0.173611111111 0.325 0.325 0.325 0.25 0.173611111111 0.125 0.173611111111 0.5125 0.325 0.25 0.5125 0.291666666667 0.330357142857 0.5125 0.5125 0.5125 0.5125 0.196428571429 0.5125 0.173611111111 0.0625 0.25 0.598214285714 0.5125 0.2125 0.125 0.25 0.2125 0.5125 0.25 0.5625 0.598214285714 0.25 0.125 0.325 0.25 0.25 0.291666666667 0.4375 0.5125 0.125 0.0 0.325 0.325 0.125 0.291666666667 0.5125 0.5125 0.291666666667 0.325 0.325 0.125 0.125 0.173611111111 0.5125 0.5125 0.598214285714 0.25 0.5125
67 0.2125 0.55 0.55 0.155555555556 0.55 0.55 0.325 0.55 0.55 0.366666666667 0.325 0.55 0.325 0.366666666667 0.366666666667 0.4 0.4 0.392857142857 0.333333333333 0.1 0.55 0.55 0.4 0.325 0.366666666667 0.4 0.2 0.4 0.325 0.366666666667 0.325 0.366666666667 0.55 0.4 0.325 0.55 0.366666666667 0.392857142857 0.55 0.55 0.55 0.55 0.271428571429 0.55 0.366666666667 0.271428571429 0.325 0.635714285714 0.55 0.4 0.325 0.2125 0.4 0.55 0.325 0.6 0.635714285714 0.325 0.325 0.4 0.325 0.325 0.155555555556 0.475 0.55 0.325 0.325 0.0 0.2 0.325 0.155555555556 0.55 0.55 0.155555555556 0.1 0.4 0.325 0.325 0.366666666667 0.55 0.55 0.635714285714 0.325 0.55
68 0.2125 0.55 0.55 0.05 0.55 0.55 0.325 0.55 0.55 0.366666666667 0.325 0.55 0.325 0.366666666667 0.366666666667 0.4 0.4 0.392857142857 0.333333333333 0.2 0.55 0.55 0.4 0.325 0.366666666667 0.4 0.1 0.4 0.325 0.366666666667 0.325 0.366666666667 0.55 0.4 0.325 0.55 0.366666666667 0.392857142857 0.55 0.55 0.55 0.55 0.271428571429 0.55 0.366666666667 0.271428571429 0.325 0.635714285714 0.55 0.4 0.325 0.2125 0.4 0.55 0.325 0.6 0.635714285714 0.325 0.325 0.4 0.325 0.325 0.155555555556 0.475 0.55 0.325 0.325 0.2 0.0 0.325 0.155555555556 0.55 0.55 0.155555555556 0.2 0.4 0.325 0.325 0.366666666667 0.55 0.55 0.635714285714 0.325 0.55
69 0.25 0.5125 0.5125 0.291666666667 0.5125 0.5125 0.25 0.5125 0.5125 0.173611111111 0.125 0.5125 0.25 0.173611111111 0.291666666667 0.2125 0.325 0.330357142857 0.270833333333 0.325 0.5125 0.5125 0.2125 0.25 0.173611111111 0.325 0.325 0.325 0.25 0.173611111111 0.125 0.173611111111 0.5125 0.325 0.25 0.5125 0.291666666667 0.330357142857 0.5125 0.5125 0.5125 0.5125 0.196428571429 0.5125 0.173611111111 0.0625 0.25 0.598214285714 0.5125 0.2125 0.125 0.25 0.2125 0.5125 0.25 0.5625 0.598214285714 0.25 0.125 0.325 0.25 0.25 0.291666666667 0.4375 0.5125 0.125 0.125 0.325 0.325 0.0 0.291666666667 0.5125 0.5125 0.291666666667 0.325 0.325 0.125 0.125 0.173611111111 0.5125 0.5125 0.598214285714 0.25 0.5125
70 0.173611111111 0.533333333333 0.533333333333 0.111111111111 0.533333333333 0.533333333333 0.291666666667 0.533333333333 0.533333333333 0.333333333333 0.291666666667 0.533333333333 0.291666666667 0.333333333333 0.333333333333 0.366666666667 0.366666666667 0.365079365079 0.305555555556 0.155555555556 0.533333333333 0.533333333333 0.366666666667 0.291666666667 0.333333333333 0.366666666667 0.155555555556 0.366666666667 0.291666666667 0.333333333333 0.291666666667 0.333333333333 0.533333333333 0.366666666667 0.291666666667 0.533333333333 0.333333333333 0.365079365079 0.533333333333 0.533333333333 0.533333333333 0.533333333333 0.238095238095 0.533333333333 0.333333333333 0.238095238095 0.291666666667 0.619047619048 0.533333333333 0.366666666667 0.291666666667 0.173611111111 0.366666666667 0.533333333333 0.291666666667 0.583333333333 0.619047619048 0.291666666667 0.291666666667 0.366666666667 0.291666666667 0.291666666667 0.111111111111 0.458333333333 0.533333333333 0.291666666667 0.291666666667 0.155555555556 0.155555555556 0.291666666667 0.0 0.533333333333 0.533333333333 0.111111111111 0.155555555556 0.366666666667 0.291666666667 0.291666666667 0.333333333333 0.533333333333 0.533333333333 0.619047619048 0.291666666667 0.533333333333
71 0.5125 0.2 0.2 0.533333333333 0.2 0.2 0.5125 0.2 0.2 0.533333333333 0.5125 0.2 0.5125 0.533333333333 0.533333333333 0.55 0.55 0.485714285714 0.45 0.55 0.2 0.2 0.55 0.5125 0.533333333333 0.55 0.55 0.55 0.5125 0.533333333333 0.5125 0.533333333333 0.2 0.55 0.5125 0.2 0.533333333333 0.485714285714 0.2 0.2 0.2 0.2 0.485714285714 0.2 0.533333333333 0.485714285714 0.5125 0.314285714286 0.2 0.55 0.5125 0.5125 0.55 0.2 0.5125 0.266666666667 0.314285714286 0.5125 0.5125 0.55 0.5125 0.5125 0.533333333333 0.325 0.2 0.5125 0.5125 0.55 0.55 0.5125 0.533333333333 0.0 0.2 0.533333333333 0.55 0.55 0.5125 0.5125 0.533333333333 0.2 0.2 0.314285714286 0.5125 0.2
72 0.5125 0.2 0.2 0.533333333333 0.2 0.2 0.5125 0.2 0.2 0.533333333333 0.5125 0.2 0.5125 0.533333333333 0.533333333333 0.55 0.55 0.485714285714 0.45 0.55 0.2 0.2 0.55 0.5125 0.533333333333 0.55 0.55 0.55 0.5125 0.533333333333 0.5125 0.533333333333 0.2 0.55 0.5125 0.2 0.533333333333 0.485714285714 0.2 0.2 0.2 0.2 0.485714285714 0.2 0.533333333333 0.485714285714 0.5125 0.314285714286 0.2 0.55 0.5125 0.5125 0.55 0.2 0.5125 0.083333333333 0.314285714286 0.5125 0.5125 0.55 0.5125 0.5125 0.533333333333 0.325 0.2 0.5125 0.5125 0.55 0.55 0.5125 0.533333333333 0.2 0.0 0.533333333333 0.55 0.55 0.5125 0.5125 0.533333333333 0.2 0.2 0.314285714286 0.5125 0.2
73 0.173611111111 0.533333333333 0.533333333333 0.111111111111 0.533333333333 0.533333333333 0.291666666667 0.533333333333 0.533333333333 0.333333333333 0.291666666667 0.533333333333 0.291666666667 0.333333333333 0.333333333333 0.366666666667 0.366666666667 0.365079365079 0.305555555556 0.155555555556 0.533333333333 0.533333333333 0.366666666667 0.291666666667 0.333333333333 0.366666666667 0.155555555556 0.366666666667 0.291666666667 0.333333333333 0.291666666667 0.333333333333 0.533333333333 0.366666666667 0.291666666667 0.533333333333 0.333333333333 0.365079365079 0.533333333333 0.533333333333 0.533333333333 0.533333333333 0.238095238095 0.533333333333 0.333333333333 0.238095238095 0.291666666667 0.619047619048 0.533333333333 0.366666666667 0.291666666667 0.173611111111 0.366666666667 0.533333333333 0.291666666667 0.583333333333 0.619047619048 0.291666666667 0.291666666667 0.366666666667 0.291666666667 0.291666666667 0.111111111111 0.458333333333 0.533333333333 0.291666666667 0.291666666667 0.155555555556 0.155555555556 0.291666666667 0.111111111111 0.533333333333 0.533333333333 0.0 0.155555555556 0.366666666667 0.291666666667 0.291666666667 0.333333333333 0.533333333333 0.533333333333 0.619047619048 0.291666666667 0.533333333333
74 0.2125 0.55 0.55 0.155555555556 0.55 0.55 0.325 0.55 0.55 0.366666666667 0.325 0.55 0.325 0.366666666667 0.366666666667 0.4 0.4 0.392857142857 0.333333333333 0.1 0.55 0.55 0.4 0.325 0.366666666667 0.4 0.2 0.4 0.325 0.366666666667 0.325 0.366666666667 0.55 0.4 0.325 0.55 0.366666666667 0.392857142857 0.55 0.55 0.55 0.55 0.271428571429 0.55 0.366666666667 0.271428571429 0.325 0.635714285714 0.55 0.4 0.325 0.2125 0.4 0.55 0.325 0.6 0.635714285714 0.325 0.325 0.4 0.325 0.325 0.155555555556 0.475 0.55 0.325 0.325 0.1 0.2 0.325 0.155555555556 0.55 0.55 0.155555555556 0.0 0.4 0.325 0.325 0.366666666667 0.55 0.55 0.635714285714 0.325 0.55
75 0.325 0.55 0.55 0.366666666667 0.55 0.55 0.2125 0.55 0.55 0.366666666667 0.325 0.55 0.2125 0.366666666667 0.366666666667 0.4 0.2 0.392857142857 0.333333333333 0.4 0.55 0.55 0.4 0.325 0.366666666667 0.4 0.4 0.1 0.325 0.366666666667 0.325 0.366666666667 0.55 0.2 0.2125 0.55 0.366666666667 0.392857142857 0.55 0.55 0.55 0.55 0.271428571429 0.55 0.366666666667 0.271428571429 0.325 0.635714285714 0.55 0.4 0.325 0.325 0.4 0.55 0.2125 0.6 0.635714285714 0.2125 0.325 0.4 0.325 0.2125 0.366666666667 0.475 0.55 0.325 0.325 0.4 0.4 0.325 0.366666666667 0.55 0.55 0.366666666667 0.4 0.0 0.325 0.325 0.366666666667 0.55 0.55 0.635714285714 0.2125 0.55
76 0.25 0.5125 0.5125 0.291666666667 0.5125 0.5125 0.25 0.5125 0.5125 0.173611111111 0.125 0.5125 0.25 0.173611111111 0.291666666667 0.2125 0.325 0.330357142857 0.270833333333 0.325 0.5125 0.5125 0.2125 0.25 0.173611111111 0.325 0.325 0.325 0.25 0.173611111111 0.125 0.173611111111 0.5125 0.325 0.25 0.5125 0.291666666667 0.330357142857 0.5125 0.5125 0.5125 0.5125 0.196428571429 0.5125 0.173611111111 0.0625 0.25 0.598214285714 0.5125 0.2125 0.125 0.25 0.2125 0.5125 0.25 0.5625 0.598214285714 0.25 0.125 0.325 0.25 0.25 0.291666666667 0.4375 0.5125 0.125 0.125 0.325 0.325 0.125 0.291666666667 0.5125 0.5125 0.291666666667 0.325 0.325 0.0 0.125 0.173611111111 0.5125 0.5125 0.598214285714 0.25 0.5125
77 0.25 0.5125 0.5125 0.291666666667 0.5125 0.5125 0.25 0.5125 0.5125 0.173611111111 0.125 0.5125 0.25 0.173611111111 0.291666666667 0.2125 0.325 0.330357142857 0.270833333333 0.325 0.5125 0.5125 0.2125 0.25 0.173611111111 0.325 0.325 0.325 0.25 0.173611111111 0.125 0.173611111111 0.5125 0.325 0.25 0.5125 0.291666666667 0.330357142857 0.5125 0.5125 0.5125 0.5125 0.196428571429 0.5125 0.173611111111 0.0625 0.25 0.598214285714 0.5125 0.2125 0.125 0.25 0.2125 0.5125 0.25 0.5625 0.598214285714 0.25 0.125 0.325 0.25 0.25 0.291666666667 0.4375 0.5125 0.125 0.125 0.325 0.325 0.125 0.291666666667 0.5125 0.5125 0.291666666667 0.325 0.325 0.125 0.0 0.173611111111 0.5125 0.5125 0.598214285714 0.25 0.5125
78 0.291666666667 0.533333333333 0.533333333333 0.333333333333 0.533333333333 0.533333333333 0.291666666667 0.533333333333 0.533333333333 0.111111111111 0.173611111111 0.533333333333 0.291666666667 0.222222222222 0.333333333333 0.261111111111 0.366666666667 0.365079365079 0.305555555556 0.366666666667 0.533333333333 0.533333333333 0.261111111111 0.291666666667 0.222222222222 0.366666666667 0.366666666667 0.366666666667 0.291666666667 0.222222222222 0.173611111111 0.222222222222 0.533333333333 0.366666666667 0.291666666667 0.533333333333 0.333333333333 0.365079365079 0.533333333333 0.533333333333 0.533333333333 0.533333333333 0.238095238095 0.533333333333 0.222222222222 0.111111111111 0.291666666667 0.619047619048 0.533333333333 0.261111111111 0.173611111111 0.291666666667 0.261111111111 0.533333333333 0.291666666667 0.583333333333 0.619047619048 0.291666666667 0.173611111111 0.366666666667 0.291666666667 0.291666666667 0.333333333333 0.458333333333 0.533333333333 0.173611111111 0.173611111111 0.366666666667 0.366666666667 0.173611111111 0.333333333333 0.533333333333 0.533333333333 0.333333333333 0.366666666667 0.366666666667 0.173611111111 0.173611111111 0.0 0.533333333333 0.533333333333 0.619047619048 0.291666666667 0.533333333333
79 0.5125 0.2 0.2 0.533333333333 0.2 0.2 0.5125 0.2 0.2 0.533333333333 0.5125 0.2 0.5125 0.533333333333 0.533333333333 0.55 0.55 0.485714285714 0.45 0.55 0.2 0.2 0.55 0.5125 0.533333333333 0.55 0.55 0.55 0.5125 0.533333333333 0.5125 0.533333333333 0.2 0.55 0.5125 0.2 0.533333333333 0.485714285714 0.2 0.2 0.2 0.2 0.485714285714 0.2 0.533333333333 0.485714285714 0.5125 0.314285714286 0.2 0.55 0.5125 0.5125 0.55 0.2 0.5125 0.266666666667 0.314285714286 0.5125 0.5125 0.55 0.5125 0.5125 0.533333333333 0.325 0.2 0.5125 0.5125 0.55 0.55 0.5125 0.533333333333 0.2 0.2 0.533333333333 0.55 0.55 0.5125 0.5125 0.533333333333 0.0 0.2 0.314285714286 0.5125 0.2
80 0.5125 0.2 0.2 0.533333333333 0.2 0.2 0.5125 0.2 0.2 0.533333333333 0.5125 0.2 0.5125 0.533333333333 0.533333333333 0.55 0.55 0.485714285714 0.45 0.55 0.2 0.2 0.55 0.5125 0.533333333333 0.55 0.55 0.55 0.5125 0.533333333333 0.5125 0.533333333333 0.2 0.55 0.5125 0.2 0.533333333333 0.485714285714 0.2 0.2 0.2 0.2 0.485714285714 0.2 0.533333333333 0.485714285714 0.5125 0.314285714286 0.2 0.55 0.5125 0.5125 0.55 0.2 0.5125 0.266666666667 0.314285714286 0.5125 0.5125 0.55 0.5125 0.5125 0.533333333333 0.325 0.2 0.5125 0.5125 0.55 0.55 0.5125 0.533333333333 0.2 0.2 0.533333333333 0.55 0.55 0.5125 0.5125 0.533333333333 0.2 0.0 0.314285714286 0.5125 0.2
81 0.598214285714 0.314285714286 0.314285714286 0.619047619048 0.314285714286 0.314285714286 0.598214285714 0.314285714286 0.314285714286 0.619047619048 0.598214285714 0.314285714286 0.598214285714 0.619047619048 0.619047619048 0.635714285714 0.635714285714 0.571428571429 0.535714285714 0.635714285714 0.314285714286 0.314285714286 0.635714285714 0.598214285714 0.619047619048 0.635714285714 0.635714285714 0.635714285714 0.598214285714 0.619047619048 0.598214285714 0.619047619048 0.314285714286 0.635714285714 0.598214285714 0.314285714286 0.619047619048 0.571428571429 0.314285714286 0.314285714286 0.314285714286 0.314285714286 0.571428571429 0.314285714286 0.619047619048 0.571428571429 0.598214285714 0.142857142857 0.314285714286 0.635714285714 0.598214285714 0.598214285714 0.635714285714 0.314285714286 0.598214285714 0.380952380952 0.142857142857 0.598214285714 0.598214285714 0.635714285714 0.598214285714 0.598214285714 0.619047619048 0.410714285714 0.314285714286 0.598214285714 0.598214285714 0.635714285714 0.635714285714 0.598214285714 0.619047619048 0.314285714286 0.314285714286 0.619047619048 0.635714285714 0.635714285714 0.598214285714 0.598214285714 0.619047619048 0.314285714286 0.314285714286 0.0 0.598214285714 0.314285714286
82 0.25 0.5125 0.5125 0.291666666667 0.5125 0.5125 0.125 0.5125 0.5125 0.291666666667 0.25 0.5125 0.125 0.291666666667 0.291666666667 0.325 0.2125 0.330357142857 0.270833333333 0.325 0.5125 0.5125 0.325 0.25 0.291666666667 0.325 0.325 0.2125 0.25 0.291666666667 0.25 0.291666666667 0.5125 0.2125 0.125 0.5125 0.291666666667 0.330357142857 0.5125 0.5125 0.5125 0.5125 0.196428571429 0.5125 0.291666666667 0.196428571429 0.25 0.598214285714 0.5125 0.325 0.25 0.25 0.325 0.5125 0.125 0.5625 0.598214285714 0.125 0.25 0.325 0.25 0.125 0.291666666667 0.4375 0.5125 0.25 0.25 0.325 0.325 0.25 0.291666666667 0.5125 0.5125 0.291666666667 0.325 0.2125 0.25 0.25 0.291666666667 0.5125 0.5125 0.598214285714 0.0 0.5125
83 0.5125 0.2 0.2 0.533333333333 0.2 0.2 0.5125 0.2 0.2 0.533333333333 0.5125 0.2 0.5125 0.533333333333 0.533333333333 0.55 0.55 0.485714285714 0.45 0.55 0.2 0.2 0.55 0.5125 0.533333333333 0.55 0.55 0.55 0.5125 0.533333333333 0.5125 0.533333333333 0.2 0.55 0.5125 0.2 0.533333333333 0.485714285714 0.2 0.2 0.2 0.2 0.485714285714 0.2 0.533333333333 0.485714285714 0.5125 0.314285714286 0.2 0.55 0.5125 0.5125 0.55 0.2 0.5125 0.266666666667 0.314285714286 0.5125 0.5125 0.55 0.5125 0.5125 0.533333333333 0.325 0.2 0.5125 0.5125 0.55 0.55 0.5125 0.533333333333 0.2 0.2 0.533333333333 0.55 0.55 0.5125 0.5125 0.533333333333 0.2 0.2 0.314285714286 0.5125 0.0
